Province_compare,City,Latitude,Longitude,Address
ab,airdrie,3,3,3
ab,athabasca,1,1,1
ab,barrhead,1,1,1
ab,beaumont,1,1,1
ab,black-diamond,1,1,1
ab,blackfalds,1,1,1
ab,bonnyville,1,1,1
ab,brooks,1,1,1
ab,calgary,39,39,39
ab,camrose,1,1,1
ab,canmore,1,1,1
ab,cardston,1,1,1
ab,chestermere,1,1,1
ab,claresholm,1,1,1
ab,coaldale,1,1,1
ab,cochrane,1,1,1
ab,cold-lake,1,1,1
ab,devon,1,1,1
ab,didsbury,1,1,1
ab,drayton-valley,1,1,1
ab,drumheller,1,1,1
ab,edmonton,33,33,33
ab,edson,1,1,1
ab,fairview,1,1,1
ab,fort-macleod,1,1,1
ab,fort-mcmurray,2,2,2
ab,fort-saskatchewan,1,1,1
ab,gibbons,1,1,1
ab,grand-prairie,1,1,1
ab,grande-cache,1,1,1
ab,grande-prairie,2,2,2
ab,high-level,1,1,1
ab,high-prairie,1,1,1
ab,high-river,1,1,1
ab,hinton,1,1,1
ab,innisfail,1,1,1
ab,lacombe,1,1,1
ab,langdon,1,1,1
ab,leduc,2,2,2
ab,lethbridge,4,4,4
ab,lloydminster,1,1,1
ab,medicine-hat,4,4,4
ab,morinville,1,1,1
ab,nanton,1,1,1
ab,okotoks,1,1,1
ab,olds,1,1,1
ab,peace-river,1,1,1
ab,penhold,1,1,1
ab,pincher-creek,1,1,1
ab,ponoka,1,1,1
ab,raymond,1,1,1
ab,red-deer,7,7,7
ab,rimbey,1,1,1
ab,rocky-mountain-house,1,1,1
ab,rocky-view,1,1,1
ab,sherwood-park,2,2,2
ab,slave-lake,1,1,1
ab,spruce-grove,1,1,1
ab,st-albert,2,2,2
ab,st-paul,1,1,1
ab,stettler,1,1,1
ab,stony-plain,1,1,1
ab,strathmore,1,1,1
ab,sundre,1,1,1
ab,sylvan-lake,1,1,1
ab,taber,1,1,1
ab,tsuutina-nation,1,1,1
ab,valleyview,1,1,1
ab,vegreville,1,1,1
ab,wainwright,1,1,1
ab,westlock,1,1,1
ab,wetaskiwin,1,1,1
ab,whitecourt,1,1,1
bc,100-mile-house,1,1,1
bc,abbotsford,2,2,2
bc,aldergrove,1,1,1
bc,armstrong,1,1,1
bc,burnaby,6,6,6
bc,cache-creek,1,1,1
bc,campbell-river,1,1,1
bc,castlegar,1,1,1
bc,chilliwack,1,1,1
bc,clearwater,1,1,1
bc,coquitlam,2,2,2
bc,courtenay,1,1,1
bc,cranbrook,1,1,1
bc,creston,1,1,1
bc,dawson-creek,1,1,1
bc,delta,3,3,3
bc,duncan,1,1,1
bc,fernie,1,1,1
bc,fort-st-john,1,1,1
bc,golden,1,1,1
bc,grand-forks,1,1,1
bc,hope,1,1,1
bc,invermere,1,1,1
bc,kamloops,4,4,4
bc,kelowna,6,6,6
bc,kitimat,1,1,1
bc,ladysmith,1,1,1
bc,lake-country,1,1,1
bc,langley,4,4,4
bc,maple-ridge,2,2,2
bc,merritt,1,1,1
bc,mission,1,1,1
bc,nanaimo,4,4,4
bc,nelson,1,1,1
bc,new-westminster,1,1,1
bc,north-vancouver,2,2,2
bc,oliver,1,1,1
bc,osoyoos,1,1,1
bc,parksville,1,1,1
bc,penticton,1,1,1
bc,port-alberni,1,1,1
bc,port-coquitlam,2,2,2
bc,port-moody,1,1,1
bc,powell-river,1,1,1
bc,prince-george,2,2,2
bc,princeton,1,1,1
bc,quesnel,1,1,1
bc,revelstoke,1,1,1
bc,richmond,3,3,3
bc,rosedale,1,1,1
bc,salmon-arm,1,1,1
bc,sardis,1,1,1
bc,sicamous,1,1,1
bc,sidney,1,1,1
bc,smithers,1,1,1
bc,squamish,1,1,1
bc,summerland,1,1,1
bc,surrey,10,10,10
bc,terrace,1,1,1
bc,trail,1,1,1
bc,vancouver,11,11,11
bc,vernon,1,1,1
bc,victoria,7,7,7
bc,west-kelowna,2,2,2
bc,west-vancouver,2,2,2
bc,whistler,1,1,1
bc,williams-lake,1,1,1
mb,brandon,2,2,2
mb,dauphin,1,1,1
mb,east-st-paul,1,1,1
mb,gimli,1,1,1
mb,morden,1,1,1
mb,navin,1,1,1
mb,neepawa,1,1,1
mb,niverville,1,1,1
mb,portage-la-prairie,1,1,1
mb,selkirk,1,1,1
mb,steinbach,1,1,1
mb,swan-river,1,1,1
mb,the-pas,1,1,1
mb,thompson,1,1,1
mb,winkler,1,1,1
mb,winnipeg,18,18,18
nb,atholville,1,1,1
nb,bathurst,1,1,1
nb,dieppe,2,2,2
nb,edmundston,1,1,1
nb,fredericton,3,3,3
nb,miramichi,2,2,2
nb,moncton,2,2,2
nb,oromocto,1,1,1
nb,riverview,1,1,1
nb,rothesay,1,1,1
nb,saint-john,3,3,3
nb,salisbury,1,1,1
nb,shediac,1,1,1
nb,st-stephen,1,1,1
nb,sussex,1,1,1
nb,woodstock,1,1,1
nl,carbonear,1,1,1
nl,deer-lake,1,1,1
nl,grand-falls-windsor,1,1,1
nl,happy-valley-goose-bay,1,1,1
nl,paradise,1,1,1
nl,st-johnaposs,1,1,1
nl,st-johns,3,3,3
ns,amherst,1,1,1
ns,antigonish,1,1,1
ns,bridgewater,1,1,1
ns,dartmouth,3,3,3
ns,digby,1,1,1
ns,fall-river,1,1,1
ns,greenwood,1,1,1
ns,halifax,2,2,2
ns,lower-sackville,1,1,1
ns,new-glasgow,1,1,1
ns,new-minas,1,1,1
ns,port-hawkesbury,1,1,1
ns,stewiacke,1,1,1
ns,sydney,2,2,2
ns,truro,1,1,1
ns,upper-tantallon,1,1,1
ns,westville,1,1,1
ns,yarmouth,1,1,1
on,ajax,1,1,1
on,alexandria,1,1,1
on,alliston,1,1,1
on,amherstburg,1,1,1
on,ancaster,1,1,1
on,angus,1,1,1
on,arnprior,1,1,1
on,aurora,2,2,2
on,aylmer,1,1,1
on,bancroft,1,1,1
on,barrie,2,2,2
on,beamsville,1,1,1
on,belleville,1,1,1
on,bolton,1,1,1
on,bowmanville,1,1,1
on,brampton,8,8,8
on,brantford,4,4,4
on,brockville,1,1,1
on,burlington,3,3,3
on,caledonia,1,1,1
on,cambridge,3,3,3
on,carleton-place,1,1,1
on,chatham,1,1,1
on,chelmsford,1,1,1
on,cobourg,1,1,1
on,collingwood,1,1,1
on,cornwall,1,1,1
on,courtice,1,1,1
on,downsview,2,2,2
on,dryden,1,1,1
on,embrun,1,1,1
on,etobicoke,3,3,3
on,exeter,1,1,1
on,fergus,1,1,1
on,fort-frances,1,1,1
on,georgetown,1,1,1
on,gloucester,1,1,1
on,grand-bend,1,1,1
on,grimsby,1,1,1
on,guelph,4,4,4
on,hamilton,5,5,5
on,hawkesbury,1,1,1
on,huntsville,1,1,1
on,ingersoll,1,1,1
on,kanata,2,2,2
on,kemptville,1,1,1
on,kenora,1,1,1
on,keswick,1,1,1
on,kincardine,1,1,1
on,kingston,3,3,3
on,kingsville,1,1,1
on,kitchener,3,3,3
on,lambton-shores,1,1,1
on,lindsay,1,1,1
on,listowel,1,1,1
on,london,8,8,8
on,markham,2,2,2
on,meaford,1,1,1
on,midland,1,1,1
on,milton,1,1,1
on,minden,1,1,1
on,mississauga,9,9,9
on,napanee,1,1,1
on,nepean,1,1,1
on,newmarket,1,1,1
on,niagara-falls,4,4,4
on,niagara-on-the-lake,1,1,1
on,north-bay,3,3,3
on,north-york,1,1,1
on,oakville,2,2,2
on,orangeville,1,1,1
on,orillia,1,1,1
on,orleans,2,2,2
on,oshawa,3,3,3
on,ottawa,7,7,7
on,owen-sound,1,1,1
on,parry-sound,1,1,1
on,pembroke,1,1,1
on,perth,1,1,1
on,petawawa,1,1,1
on,peterborough,3,3,3
on,pickering,1,1,1
on,port-colborne,1,1,1
on,port-dover,1,1,1
on,port-elgin,1,1,1
on,port-perry,1,1,1
on,renfrew,1,1,1
on,richmond-hill,1,1,1
on,sarnia,1,1,1
on,sauble-beach,1,1,1
on,sault-ste-marie,2,2,2
on,scarborough,5,5,5
on,simcoe,1,1,1
on,sioux-lookout,1,1,1
on,smiths-falls,1,1,1
on,st-catharines,4,4,4
on,st-thomas,1,1,1
on,stayner,1,1,1
on,stoney-creek,1,1,1
on,stratford,1,1,1
on,strathroy,1,1,1
on,sturgeon-falls,1,1,1
on,sudbury,3,3,3
on,thornhill,1,1,1
on,thunder-bay,2,2,2
on,tillsonburg,1,1,1
on,toronto,6,6,6
on,trenton,1,1,1
on,unionville,1,1,1
on,val-caron,1,1,1
on,vaughan,3,3,3
on,walkerton,1,1,1
on,wasaga-beach,1,1,1
on,waterdown,1,1,1
on,waterloo,5,5,5
on,welland,1,1,1
on,weston,1,1,1
on,whitby,2,2,2
on,windsor,2,2,2
on,woodstock,1,1,1
pe,charlottetown,1,1,1
pe,summerside,1,1,1
qc,beauharnois,1,1,1
qc,beloeil,1,1,1
qc,blainville,1,1,1
qc,boucherville,1,1,1
qc,brossard,1,1,1
qc,chateauguay,1,1,1
qc,delson,1,1,1
qc,deux-montagnes,1,1,1
qc,dollard-des-ormeaux,2,2,2
qc,drummondville,1,1,1
qc,gatineau,3,3,3
qc,greenfield-park,1,1,1
qc,joliette,1,1,1
qc,la-prairie,1,1,1
qc,lachine,1,1,1
qc,lachute,1,1,1
qc,lancienne-lorette,1,1,1
qc,lasalle,1,1,1
qc,laval,5,5,5
qc,lery,1,1,1
qc,lile-perrot,1,1,1
qc,longueuil,1,1,1
qc,mascouche,1,1,1
qc,montreal,11,11,11
qc,montreal-nord,2,2,2
qc,pierrefonds,1,1,1
qc,quebec,1,1,1
qc,rigaud,1,1,1
qc,saint-jean-sur-richelieu,1,1,1
qc,saint-jerome,1,1,1
qc,saint-lazare,1,1,1
qc,saint-leonard,1,1,1
qc,sainte-therese,1,1,1
qc,salaberry-de-valleyfield,1,1,1
qc,shawinigan,2,2,2
qc,sherbrooke,1,1,1
qc,trois-rivieres,2,2,2
qc,vaudreuil-dorion,1,1,1
qc,westmount,1,1,1
sk,carlyle,1,1,1
sk,davidson,1,1,1
sk,emerald-park,1,1,1
sk,estevan,1,1,1
sk,fort-quappelle,1,1,1
sk,humboldt,1,1,1
sk,indian-head,1,1,1
sk,kindersley,1,1,1
sk,la-ronge,1,1,1
sk,macklin,1,1,1
sk,martensville,1,1,1
sk,meadow-lake,1,1,1
sk,melfort,1,1,1
sk,moose-jaw,2,2,2
sk,moosomin,1,1,1
sk,nipawin,1,1,1
sk,north-battleford,1,1,1
sk,outlook,1,1,1
sk,prince-albert,1,1,1
sk,regina,12,12,12
sk,rosetown,1,1,1
sk,rosthern,1,1,1
sk,saskatoon,12,12,12
sk,shellbrook,1,1,1
sk,swift-current,1,1,1
sk,tisdale,1,1,1
sk,wakaw,1,1,1
sk,warman,1,1,1
sk,weyburn,1,1,1
sk,whitewood,1,1,1
sk,yorkton,1,1,1
yt,whitehorse,1,1,1
